source_id,target_id,target_title,resolution,relationship
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2023 - Conditional TransGAN-Based Data Augmentation for PCB Electronic Component Inspection,2023 - Conditional TransGAN-Based Data Augmentation for PCB Electronic Component Inspection,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2024 - A Comprehensive Augmentation Framework for Anomaly Detection,2024 - A Comprehensive Augmentation Framework for Anomaly Detection,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging,2025 - Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Papers/Review/2025 - Synthetic Scientific Image Generation with VAE GAN and Diffusion Model Architectures,2025 - Synthetic Scientific Image Generation with VAE GAN and Diffusion Model Architectures,resolved,wikilink
Methods/Synthetic Data Generation/Synthetic data generation,Tasks/Scientific image generation,Scientific image generation,resolved,wikilink
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Anomaly Detection/Anomaly detection metrics,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Papers/Research/2020 - Self-Supervised Representation Learning for Wafer Bin Map Defect Pattern Classification,2020 - Self-Supervised Representation Learning for Wafer Bin Map Defect Pattern Classification,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Papers/Research/2024 - A Comprehensive Augmentation Framework for Anomaly Detection,2024 - A Comprehensive Augmentation Framework for Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PR,Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Metrics/Anomaly Detection/Anomaly detection metrics,Anomaly detection metrics,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Dataset/2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Dataset/2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Dataset/2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Dataset/2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,resolved,wikilink
Metrics/Anomaly Detection/AU-PRO,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/Bottle-Cap Dataset,Bottle-Cap Dataset,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/DAGM2007,DAGM2007,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Methods/Models/Anomaly Detection Models/DBFAD,DBFAD,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Methods/Models/Anomaly Detection Models/RD4AD,RD4AD,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Metrics/Anomaly Detection/Anomaly detection metrics,Anomaly detection metrics,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Benchmark/2021 - Deep Learning-Based Defect Detection of Metal Parts Evaluating Current Methods in Complex Conditions,2021 - Deep Learning-Based Defect Detection of Metal Parts Evaluating Current Methods in Complex Conditions,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Benchmark/2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Benchmark/2024 - Detecting Visual Anomalies in an Industrial Environment Unsupervised Methods Put to the Test on the AutoVI Dataset,2024 - Detecting Visual Anomalies in an Industrial Environment Unsupervised Methods Put to the Test on the AutoVI Dataset,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2020 - Surface Defect Saliency of Magnetic Tile,2020 - Surface Defect Saliency of Magnetic Tile,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2025 - HSS-IAD A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset,2025 - HSS-IAD A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Dataset/2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2011 - Non-parametric Texture Defect Detection Using Weibull Features,2011 - Non-parametric Texture Defect Detection Using Weibull Features,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2021 - CutPaste Self-Supervised Learning for Anomaly Detection and Localization,2021 - CutPaste Self-Supervised Learning for Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - Attention-Conditioned Augmentations for Self-Supervised Anomaly Detection and Localization,2023 - Attention-Conditioned Augmentations for Self-Supervised Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - Omni-Frequency Channel-Selection Representations for Unsupervised Anomaly Detection,2023 - Omni-Frequency Channel-Selection Representations for Unsupervised Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - A Comprehensive Augmentation Framework for Anomaly Detection,2024 - A Comprehensive Augmentation Framework for Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - FEGAN A Feature Extraction Based Approach for GAN Anomaly Detection and Localization,2024 - FEGAN A Feature Extraction Based Approach for GAN Anomaly Detection and Localization,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2024 - PromptAD Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection,2024 - PromptAD Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Metrics/Anomaly Detection/AU-ROC,Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,resolved,wikilink
Metrics/Anomaly Detection/Localization precision,Metrics/Anomaly Detection/Anomaly detection metrics,Anomaly detection metrics,resolved,wikilink
Metrics/Anomaly Detection/Localization precision,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Metrics/Anomaly Detection/Localization precision,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Anomaly Detection/Localization precision,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Metrics/Anomaly Detection/Localization precision,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/DAGM2007,DAGM2007,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/ELPV Dataset,ELPV Dataset,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/InfraredSolarModules,InfraredSolarModules,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/KolektorSDD,KolektorSDD,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/MixedWM38,MixedWM38,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/NEU-CLS,NEU-CLS,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/WM-811K,WM-811K,resolved,wikilink
Metrics/Classification/Accuracy,Datasets/Public/X-SDD,X-SDD,resolved,wikilink
Metrics/Classification/Accuracy,Methods/Feature Extraction/Adjacent evaluation completed local binary patterns,Adjacent evaluation completed local binary patterns,resolved,wikilink
Metrics/Classification/Accuracy,Methods/Models/Computer Vision Models/RepVGG+SA,RepVGG+SA,resolved,wikilink
Metrics/Classification/Accuracy,Metrics/Classification/Classification metrics,Classification metrics,resolved,wikilink
Metrics/Classification/Accuracy,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/Accuracy,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/Accuracy,Metrics/Classification/Specificity,Specificity,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Dataset/2013 - A Noise Robust Method Based on Completed Local Binary Patterns for Hot-Rolled Steel Strip Surface Defects,2013 - A Noise Robust Method Based on Completed Local Binary Patterns for Hot-Rolled Steel Strip Surface Defects,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Dataset/2015 - Wafer Map Failure Pattern Recognition and Similarity Ranking for Large-Scale Data Sets,2015 - Wafer Map Failure Pattern Recognition and Similarity Ranking for Large-Scale Data Sets,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Dataset/2019 - A Public Fabric Database for Defect Detection Methods and Results,2019 - A Public Fabric Database for Defect Detection Methods and Results,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Dataset/2020 - Infrared Solar Module Dataset for Anomaly Detection,2020 - Infrared Solar Module Dataset for Anomaly Detection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Dataset/2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2020 - Deformable Convolutional Networks for Efficient Mixed-Type Wafer Defect Pattern Recognition,2020 - Deformable Convolutional Networks for Efficient Mixed-Type Wafer Defect Pattern Recognition,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2020 - Self-Supervised Representation Learning for Wafer Bin Map Defect Pattern Classification,2020 - Self-Supervised Representation Learning for Wafer Bin Map Defect Pattern Classification,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2021 - Multiple Granularities Generative Adversarial Network for Recognition of Wafer Map Defects,2021 - Multiple Granularities Generative Adversarial Network for Recognition of Wafer Map Defects,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2022 - Synthetic Data Augmentation for Surface Defect Detection and Classification Using Deep Learning,2022 - Synthetic Data Augmentation for Surface Defect Detection and Classification Using Deep Learning,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - Deep Convolutional GAN-Based Data Augmentation for Class-Imbalanced Wafer Bin Map Defect Patterns,2023 - Deep Convolutional GAN-Based Data Augmentation for Class-Imbalanced Wafer Bin Map Defect Patterns,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2023 - Wafer Map Defect Patterns Classification Based on a Lightweight Network and Data Augmentation,2023 - Wafer Map Defect Patterns Classification Based on a Lightweight Network and Data Augmentation,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2024 - A New ViT-Based Augmentation Framework for Wafer Map Defect Classification,2024 - A New ViT-Based Augmentation Framework for Wafer Map Defect Classification,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images,2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2026 - IncepViTH-Net for Solar Panel Fault Detection and Classification,2026 - IncepViTH-Net for Solar Panel Fault Detection and Classification,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Metrics/Classification/Accuracy,Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,resolved,wikilink
Metrics/Classification/Average classification precision,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Metrics/Classification/Average classification precision,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/Average classification precision,Metrics/Detection/Defect detection error rate,Defect detection error rate,resolved,wikilink
Metrics/Classification/Average classification precision,Papers/Dataset/2020 - HRIPCB a Challenging Dataset for PCB Defects Detection and Classification,2020 - HRIPCB a Challenging Dataset for PCB Defects Detection and Classification,resolved,wikilink
Metrics/Classification/Classification metrics,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Metrics/Classification/Classification metrics,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Classification/Classification metrics,Metrics/Classification/Matthews correlation coefficient,Matthews correlation coefficient,resolved,wikilink
