source_id,target_id,target_title,resolution,relationship
Metrics/Classification/Classification metrics,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/Classification metrics,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/Classification metrics,Metrics/Classification/Specificity,Specificity,resolved,wikilink
Metrics/Classification/Cohen's kappa,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Classification/Cohen's kappa,Metrics/Classification/Matthews correlation coefficient,Matthews correlation coefficient,resolved,wikilink
Metrics/Classification/Cohen's kappa,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/Cohen's kappa,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/Cohen's kappa,Papers/Dataset/2022 - SolarDK A high-resolution urban solar panel image classification and localization dataset,2022 - SolarDK A high-resolution urban solar panel image classification and localization dataset,resolved,wikilink
Metrics/Classification/Error rate,Datasets/Public/DAGM2007,DAGM2007,resolved,wikilink
Metrics/Classification/Error rate,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Metrics/Classification/Error rate,Metrics/Classification/Relative improvement,Relative improvement,resolved,wikilink
Metrics/Classification/Error rate,Papers/Research/2011 - Non-parametric Texture Defect Detection Using Weibull Features,2011 - Non-parametric Texture Defect Detection Using Weibull Features,resolved,wikilink
Metrics/Classification/Error rate,Papers/Research/2020 - Defect Image Sample Generation With GAN for Improving Defect Recognition,2020 - Defect Image Sample Generation With GAN for Improving Defect Recognition,resolved,wikilink
Metrics/Classification/F1-score,Benchmarks/Gearbox component distribution-shift inspection benchmark,Gearbox component distribution-shift inspection benchmark,resolved,wikilink
Metrics/Classification/F1-score,Datasets/Availability Unspecified/EL Solar Cells Dataset,EL Solar Cells Dataset,resolved,wikilink
Metrics/Classification/F1-score,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Metrics/Classification/F1-score,Datasets/Public/X-SDD,X-SDD,resolved,wikilink
Metrics/Classification/F1-score,Methods/Models/Computer Vision Models/RepVGG+SA,RepVGG+SA,resolved,wikilink
Metrics/Classification/F1-score,Metrics/Classification/Classification metrics,Classification metrics,resolved,wikilink
Metrics/Classification/F1-score,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/F1-score,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/F1-score,Papers/Dataset/2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,resolved,wikilink
Metrics/Classification/F1-score,Papers/Dataset/2021 - ZJU-Leaper A Benchmark Dataset for Fabric Defect Detection and a Comparative Study,2021 - ZJU-Leaper A Benchmark Dataset for Fabric Defect Detection and a Comparative Study,resolved,wikilink
Metrics/Classification/F1-score,"Papers/Dataset/2024 - LoHi-WELD A Novel Industrial Dataset for Weld Defect Detection and Classification, a Deep Learning Study, and Future Perspectives","2024 - LoHi-WELD A Novel Industrial Dataset for Weld Defect Detection and Classification, a Deep Learning Study, and Future Perspectives",resolved,wikilink
Metrics/Classification/F1-score,Papers/Dataset/2025 - A Dataset and Baseline for Deep Learning-Based Visual Quality Inspection in Remanufacturing,2025 - A Dataset and Baseline for Deep Learning-Based Visual Quality Inspection in Remanufacturing,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2020 - Deformable Convolutional Networks for Efficient Mixed-Type Wafer Defect Pattern Recognition,2020 - Deformable Convolutional Networks for Efficient Mixed-Type Wafer Defect Pattern Recognition,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2021 - Mixed Supervision for Surface-Defect Detection From Weakly to Fully Supervised Learning,2021 - Mixed Supervision for Surface-Defect Detection From Weakly to Fully Supervised Learning,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2024 - High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,2024 - High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2025 - Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection,2025 - Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images,2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images,resolved,wikilink
Metrics/Classification/F1-score,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Metrics/Classification/G-mean,Datasets/Public/WM-811K,WM-811K,resolved,wikilink
Metrics/Classification/G-mean,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Metrics/Classification/G-mean,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Classification/G-mean,Papers/Research/2020 - A Light-Weight Neural Network for Wafer Map Classification Based on Data Augmentation,2020 - A Light-Weight Neural Network for Wafer Map Classification Based on Data Augmentation,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Datasets/Public/Bosch Production Line Performance,Bosch Production Line Performance,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Metrics/Classification/Classification metrics,Classification metrics,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Metrics/Classification/Precision,Precision,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/Matthews correlation coefficient,Papers/Research/2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,resolved,wikilink
Metrics/Classification/Precision,Benchmarks/OGD-DET benchmark,OGD-DET benchmark,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/APDDD,APDDD,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/EL-2019,EL-2019,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/KolektorSDD,KolektorSDD,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/PV-Multi-Defect,PV-Multi-Defect,resolved,wikilink
Metrics/Classification/Precision,Datasets/Public/X-SDD,X-SDD,resolved,wikilink
Metrics/Classification/Precision,Methods/Models/Computer Vision Models/GBH-YOLOv5,GBH-YOLOv5,resolved,wikilink
Metrics/Classification/Precision,Methods/Models/Computer Vision Models/RepVGG+SA,RepVGG+SA,resolved,wikilink
Metrics/Classification/Precision,Methods/Models/Computer Vision Models/YOLO-AL,YOLO-AL,resolved,wikilink
Metrics/Classification/Precision,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Metrics/Classification/Precision,Metrics/Classification/Classification metrics,Classification metrics,resolved,wikilink
Metrics/Classification/Precision,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Metrics/Classification/Precision,Metrics/Classification/Recall,Recall,resolved,wikilink
Metrics/Classification/Precision,Metrics/Detection/Average precision,Average precision,resolved,wikilink
Metrics/Classification/Precision,Papers/Dataset/2020 - Segmentation-Based Deep-Learning Approach for Surface-Defect Detection,2020 - Segmentation-Based Deep-Learning Approach for Surface-Defect Detection,resolved,wikilink
Metrics/Classification/Precision,Papers/Dataset/2020 - Surface Defect Saliency of Magnetic Tile,2020 - Surface Defect Saliency of Magnetic Tile,resolved,wikilink
Metrics/Classification/Precision,Papers/Dataset/2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,2021 - X-SDD A New Benchmark for Hot Rolled Steel Strip Surface Defects Detection,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2022 - Video-Based Two-Stage Network for Optical Glass Sub-Millimeter Defect Detection,2022 - Video-Based Two-Stage Network for Optical Glass Sub-Millimeter Defect Detection,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2023 - GBH-YOLOv5 Ghost Convolution with BottleneckCSP and Tiny Target Prediction Head Incorporating YOLOv5 for PV Panel Defect Detection,2023 - GBH-YOLOv5 Ghost Convolution with BottleneckCSP and Tiny Target Prediction Head Incorporating YOLOv5 for PV Panel Defect Detection,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2025 - You Only Look Once-Aluminum,2025 - You Only Look Once-Aluminum,resolved,wikilink
Metrics/Classification/Precision,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Metrics/Classification/Recall,Benchmarks/OGD-DET benchmark,OGD-DET benchmark,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/APDDD,APDDD,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/BenchmarkELimages,BenchmarkELimages,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/EL-2019,EL-2019,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/KolektorSDD,KolektorSDD,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/PV-Multi-Defect,PV-Multi-Defect,resolved,wikilink
Metrics/Classification/Recall,Datasets/Public/X-SDD,X-SDD,resolved,wikilink
